,Rank,Country,Name,Publisher,Category,Rating,Price,Rating_count,Date,Continent
9214,19,Nicaragua,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,0.0,4.99,0,2024-12-30,North America
9215,20,Nicaragua,iDoser Premium,I-Doser.com,Entertainment,0.0,4.99,0,2024-12-30,North America
9216,21,Nicaragua,Toca Hair Salon Me,Toca Boca AB,Entertainment,5.0,4.99,1,2024-12-30,North America
9217,22,Nicaragua,iFart - Fart Sounds App,"InfoMedia, Inc.",Entertainment,5.0,1.99,1,2024-12-30,North America
9218,23,Nicaragua,My Gato Ginger- Talking Kitty,Squeakosaurus ug & co. kg,Entertainment,4.0,5.99,1,2024-12-30,North America
9219,24,Nicaragua,Banner,Masayuki Akamatsu,Entertainment,0.0,0.99,0,2024-12-30,North America
9220,25,Nicaragua,La Hora De Tu Muerte,Ryan Boyling,Entertainment,3.39,0.99,18,2024-12-30,North America
9221,1,Nicaragua,LaCuerda [PRO],NARROI WEBS SC,Entertainment,5.0,2.99,1,2024-12-31,North America
9222,2,Nicaragua,Pocket God,Bolt Creative,Entertainment,5.0,0.99,1,2024-12-31,North America
9223,3,Nicaragua,Akinator VIP,Elokence,Entertainment,3.5,3.99,2,2024-12-31,North America
9224,4,Nicaragua,1500 Tonos Unlimited - Best iPhone Ringtones,Mobgen Apps Inc,Entertainment,4.0,0.99,1,2024-12-31,North America
9225,5,Nicaragua,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,4.5,1.99,4,2024-12-31,North America
9226,6,Nicaragua,737 Flight Simulator,Justyna Zablocka,Entertainment,5.0,1.99,1,2024-12-31,North America
9227,7,Nicaragua,Alien10,Saddiq Rahim,Entertainment,0.0,1.99,0,2024-12-31,North America
9228,8,Nicaragua,Tonos de alerta personalizados,Mobgen Apps Inc,Entertainment,0.0,0.99,0,2024-12-31,North America
9229,9,Nicaragua,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,0.0,2.99,0,2024-12-31,North America
9230,10,Nicaragua,"ToneCreator Pro - Create text tones, ringtones, and alert tones!",Mobgen Apps Inc,Entertainment,0.0,1.99,0,2024-12-31,North America
9231,11,Nicaragua,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,0.99,1,2024-12-31,North America
9232,12,Nicaragua,GSE SMART IPTV PRO,droidvision,Entertainment,0.0,2.99,0,2024-12-31,North America
9233,13,Nicaragua,Emoji Keyboard PRO,"KISSAPP, S.L.",Entertainment,0.0,2.99,0,2024-12-31,North America
9234,14,Nicaragua,Oldify - Old Face App,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-31,North America
9235,15,Nicaragua,AVPlayer,EPLAYWORKS,Entertainment,5.0,2.99,1,2024-12-31,North America
9236,16,Nicaragua,Transforma WhatsApp,Jan-Niklas FREUNDT,Entertainment,0.0,0.99,0,2024-12-31,North America
9237,17,Nicaragua,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-31,North America
9238,18,Nicaragua,Buenas noches!,Fox and Sheep GmbH,Entertainment,5.0,3.99,1,2024-12-31,North America
9239,19,Nicaragua,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,0.0,4.99,0,2024-12-31,North America
9240,20,Nicaragua,iDoser Premium,I-Doser.com,Entertainment,0.0,4.99,0,2024-12-31,North America
9241,21,Nicaragua,Toca Hair Salon Me,Toca Boca AB,Entertainment,5.0,4.99,1,2024-12-31,North America
9242,22,Nicaragua,iFart - Fart Sounds App,"InfoMedia, Inc.",Entertainment,5.0,1.99,1,2024-12-31,North America
9243,23,Nicaragua,My Gato Ginger- Talking Kitty,Squeakosaurus ug & co. kg,Entertainment,4.0,5.99,1,2024-12-31,North America
9244,24,Nicaragua,Banner,Masayuki Akamatsu,Entertainment,0.0,0.99,0,2024-12-31,North America
9245,25,Nicaragua,La Hora De Tu Muerte,Ryan Boyling,Entertainment,3.39,0.99,18,2024-12-31,North America
9246,1,Nicaragua,Toca Hair Salon 2,Toca Boca AB,Education,4.89,3.99,9,2024-12-30,North America
9247,2,Nicaragua,SkyView®,Terminal Eleven LLC,Education,5.0,2.99,1,2024-12-30,North America
9248,3,Nicaragua,La Lonchera Preescolar De Milo,THUP Games,Education,0.0,1.99,0,2024-12-30,North America
9249,4,Nicaragua,Star Walk 2 - Star Gazer Guide,Vito Technology Inc.,Education,5.0,2.99,15,2024-12-30,North America
9250,5,Nicaragua,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,0.0,24.99,0,2024-12-30,North America
9251,6,Nicaragua,Simulaciones PhET,University of Colorado Boulder,Education,0.0,0.99,0,2024-12-30,North America
9252,7,Nicaragua,Toca Hair Salon 3,Toca Boca AB,Education,0.0,4.99,0,2024-12-30,North America
9253,8,Nicaragua,iPseudoCode - for phone,Guillermo Licea,Education,0.0,2.99,0,2024-12-30,North America
9254,9,Nicaragua,Elmo Calls,Sesame Workshop (Apps),Education,0.0,1.99,0,2024-12-30,North America
9255,10,Nicaragua,BLAZE & THE MONSTER MACHINES,Nickelodeon,Education,0.0,3.99,0,2024-12-30,North America
9256,11,Nicaragua,Aprende a contar en 123,GiggleUp Kids Apps And Educational Games Pty Ltd,Education,0.0,0.99,0,2024-12-30,North America
9257,12,Nicaragua,Solar Walk：Guide Through Space,Vito Technology Inc.,Education,4.88,4.99,8,2024-12-30,North America
9258,13,Nicaragua,Santa Biblia Ver: Reina Valera,清芳 张,Education,0.0,2.99,0,2024-12-30,North America
9259,14,Nicaragua,Verbos en Inglés (Más),Ian Tipton,Education,5.0,1.99,1,2024-12-30,North America
9260,15,Nicaragua,Juegos de mates para niños,Nicolas Lehovetzki,Education,5.0,1.99,1,2024-12-30,North America
9261,16,Nicaragua,Accio: Español-Inglés,"Ultralingua, Inc.",Education,0.0,3.99,0,2024-12-30,North America
9262,17,Nicaragua,Architecture of Radio,Richard Vijgen,Education,0.0,2.99,0,2024-12-30,North America
9263,18,Nicaragua,Calculator ∞ - Calculadora,Incpt.Mobis,Education,4.5,4.99,2,2024-12-30,North America
9264,19,Nicaragua,iMatemáticas™ Pro,Antonio Giarrusso,Education,4.0,2.99,2,2024-12-30,North America
9265,20,Nicaragua,Star Rover - Stargazing Guide,寒飞 易,Education,0.0,1.99,0,2024-12-30,North America
9266,21,Nicaragua,Palabras - aprender idiomas,Iaroslav Mironov,Education,0.0,1.99,0,2024-12-30,North America
9267,22,Nicaragua,Solar Walk 2：Universe Guide 3D,Vito Technology Inc.,Education,5.0,2.99,1,2024-12-30,North America
9268,23,Nicaragua,Sounds of Speech,The University of Iowa Research Foundation,Education,0.0,3.99,0,2024-12-30,North America
9269,24,Nicaragua,El Cuerpo Humano por Tinybop,Tinybop Inc.,Education,5.0,3.99,1,2024-12-30,North America
9270,25,Nicaragua,Create a Car,Curiosity Media,Education,0.0,2.99,0,2024-12-30,North America
9271,1,Nicaragua,Toca Hair Salon 2,Toca Boca AB,Education,4.89,3.99,9,2024-12-31,North America
9272,2,Nicaragua,SkyView®,Terminal Eleven LLC,Education,5.0,2.99,1,2024-12-31,North America
9273,3,Nicaragua,La Lonchera Preescolar De Milo,THUP Games,Education,0.0,1.99,0,2024-12-31,North America
9274,4,Nicaragua,Star Walk 2 - Star Gazer Guide,Vito Technology Inc.,Education,5.0,2.99,15,2024-12-31,North America
9275,5,Nicaragua,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,0.0,24.99,0,2024-12-31,North America
9276,6,Nicaragua,Simulaciones PhET,University of Colorado Boulder,Education,0.0,0.99,0,2024-12-31,North America
9277,7,Nicaragua,Toca Hair Salon 3,Toca Boca AB,Education,0.0,4.99,0,2024-12-31,North America
9278,8,Nicaragua,iPseudoCode - for phone,Guillermo Licea,Education,0.0,2.99,0,2024-12-31,North America
9279,9,Nicaragua,Elmo Calls,Sesame Workshop (Apps),Education,0.0,1.99,0,2024-12-31,North America
9280,10,Nicaragua,BLAZE & THE MONSTER MACHINES,Nickelodeon,Education,0.0,3.99,0,2024-12-31,North America
9281,11,Nicaragua,Aprende a contar en 123,GiggleUp Kids Apps And Educational Games Pty Ltd,Education,0.0,0.99,0,2024-12-31,North America
9282,12,Nicaragua,Solar Walk：Guide Through Space,Vito Technology Inc.,Education,4.88,4.99,8,2024-12-31,North America
9283,13,Nicaragua,Santa Biblia Ver: Reina Valera,清芳 张,Education,0.0,2.99,0,2024-12-31,North America
9284,14,Nicaragua,Verbos en Inglés (Más),Ian Tipton,Education,5.0,1.99,1,2024-12-31,North America
9285,15,Nicaragua,Juegos de mates para niños,Nicolas Lehovetzki,Education,5.0,1.99,1,2024-12-31,North America
9286,16,Nicaragua,Accio: Español-Inglés,"Ultralingua, Inc.",Education,0.0,3.99,0,2024-12-31,North America
9287,17,Nicaragua,Architecture of Radio,Richard Vijgen,Education,0.0,2.99,0,2024-12-31,North America
9288,18,Nicaragua,Calculator ∞ - Calculadora,Incpt.Mobis,Education,4.5,4.99,2,2024-12-31,North America
9289,19,Nicaragua,iMatemáticas™ Pro,Antonio Giarrusso,Education,4.0,2.99,2,2024-12-31,North America
9290,20,Nicaragua,Star Rover - Stargazing Guide,寒飞 易,Education,0.0,1.99,0,2024-12-31,North America
9291,21,Nicaragua,Solar Walk 2：Universe Guide 3D,Vito Technology Inc.,Education,5.0,2.99,1,2024-12-31,North America
9292,22,Nicaragua,Sounds of Speech,The University of Iowa Research Foundation,Education,0.0,3.99,0,2024-12-31,North America
9293,23,Nicaragua,El Cuerpo Humano por Tinybop,Tinybop Inc.,Education,5.0,3.99,1,2024-12-31,North America
9294,24,Nicaragua,Create a Car,Curiosity Media,Education,0.0,2.99,0,2024-12-31,North America
9295,25,Nicaragua,ae Pronunciation,Jonathan Sande,Education,0.0,3.99,0,2024-12-31,North America
9296,1,Paraguay,Alien10,Saddiq Rahim,Entertainment,5.0,2.0,2,2024-12-30,South America
9297,2,Paraguay,Akinator VIP,Elokence,Entertainment,4.0,4.0,3,2024-12-30,South America
9298,3,Paraguay,LaCuerda [PRO],NARROI WEBS SC,Entertainment,5.0,3.0,1,2024-12-30,South America
9299,4,Paraguay,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,5.0,2.0,1,2024-12-30,South America
9300,5,Paraguay,Pocket God,Bolt Creative,Entertainment,5.0,1.0,1,2024-12-30,South America
9301,6,Paraguay,737 Flight Simulator,Justyna Zablocka,Entertainment,4.0,2.0,1,2024-12-30,South America
9302,7,Paraguay,1500 Tonos Unlimited - Best iPhone Ringtones,Mobgen Apps Inc,Entertainment,2.0,1.0,1,2024-12-30,South America
9303,8,Paraguay,iDoser Premium,I-Doser.com,Entertainment,0.0,5.0,0,2024-12-30,South America
9304,9,Paraguay,"Popcorn - Movies, TV Series",Danilo Oliveira,Entertainment,1.0,4.0,1,2024-12-30,South America
9305,10,Paraguay,Party Bomb Juegos para fiestas,Carlos Araya,Entertainment,0.0,10.0,0,2024-12-30,South America
9306,11,Paraguay,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.0,3.0,2,2024-12-30,South America
9307,12,Paraguay,AVPlayer,EPLAYWORKS,Entertainment,5.0,3.0,2,2024-12-30,South America
9308,13,Paraguay,Toca Hair Salon Me,Toca Boca AB,Entertainment,0.0,5.0,0,2024-12-30,South America
9309,14,Paraguay,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,1.0,0,2024-12-30,South America
9310,15,Paraguay,Emoji Keyboard PRO,"KISSAPP, S.L.",Entertainment,0.0,3.0,0,2024-12-30,South America
9311,16,Paraguay,VLC Streamer Pro,Hobbyist Software Limited,Entertainment,1.0,8.0,1,2024-12-30,South America
9312,17,Paraguay,Blaze: Obstacle Course,Nickelodeon,Entertainment,0.0,3.0,0,2024-12-30,South America
9313,18,Paraguay,VLC Remote Pro!,Hobbyist Software Limited,Entertainment,5.0,20.0,4,2024-12-30,South America
9314,19,Paraguay,My Gato Ginger- Talking Kitty,Squeakosaurus ug & co. kg,Entertainment,3.0,6.0,1,2024-12-30,South America
9315,20,Paraguay,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,1.0,1,2024-12-30,South America
9316,21,Paraguay,YACReader - Lector de cómics,Luis Ángel San Martín,Entertainment,5.0,5.0,3,2024-12-30,South America
9317,22,Paraguay,Cleverbot,Icogno Ltd,Entertainment,0.0,1.0,0,2024-12-30,South America
9318,23,Paraguay,Meow - Hello Pet Match Tower,Squeakosaurus ug & co. kg,Entertainment,0.0,6.0,0,2024-12-30,South America
9319,24,Paraguay,Transforma WhatsApp,Jan-Niklas FREUNDT,Entertainment,0.0,1.0,0,2024-12-30,South America
9320,25,Paraguay,Oldify - Old Face App,Apptly LLC,Entertainment,5.0,1.0,2,2024-12-30,South America
9321,1,Paraguay,Alien10,Saddiq Rahim,Entertainment,5.0,2.0,2,2024-12-31,South America
9322,2,Paraguay,Akinator VIP,Elokence,Entertainment,4.0,4.0,3,2024-12-31,South America
9323,3,Paraguay,LaCuerda [PRO],NARROI WEBS SC,Entertainment,5.0,3.0,1,2024-12-31,South America
9324,4,Paraguay,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,5.0,2.0,1,2024-12-31,South America
9325,5,Paraguay,Pocket God,Bolt Creative,Entertainment,5.0,1.0,1,2024-12-31,South America
9326,6,Paraguay,737 Flight Simulator,Justyna Zablocka,Entertainment,4.0,2.0,1,2024-12-31,South America
9327,7,Paraguay,1500 Tonos Unlimited - Best iPhone Ringtones,Mobgen Apps Inc,Entertainment,2.0,1.0,1,2024-12-31,South America
9328,8,Paraguay,iDoser Premium,I-Doser.com,Entertainment,0.0,5.0,0,2024-12-31,South America
9329,9,Paraguay,"Popcorn - Movies, TV Series",Danilo Oliveira,Entertainment,1.0,4.0,1,2024-12-31,South America
9330,10,Paraguay,Party Bomb Juegos para fiestas,Carlos Araya,Entertainment,0.0,10.0,0,2024-12-31,South America
9331,11,Paraguay,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.0,3.0,2,2024-12-31,South America
9332,12,Paraguay,AVPlayer,EPLAYWORKS,Entertainment,5.0,3.0,2,2024-12-31,South America
9333,13,Paraguay,Toca Hair Salon Me,Toca Boca AB,Entertainment,0.0,5.0,0,2024-12-31,South America
9334,14,Paraguay,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,1.0,0,2024-12-31,South America
9335,15,Paraguay,Emoji Keyboard PRO,"KISSAPP, S.L.",Entertainment,0.0,3.0,0,2024-12-31,South America
9336,16,Paraguay,VLC Streamer Pro,Hobbyist Software Limited,Entertainment,1.0,8.0,1,2024-12-31,South America
9337,17,Paraguay,Blaze: Obstacle Course,Nickelodeon,Entertainment,0.0,3.0,0,2024-12-31,South America
9338,18,Paraguay,VLC Remote Pro!,Hobbyist Software Limited,Entertainment,5.0,20.0,4,2024-12-31,South America
9339,19,Paraguay,My Gato Ginger- Talking Kitty,Squeakosaurus ug & co. kg,Entertainment,3.0,6.0,1,2024-12-31,South America
9340,20,Paraguay,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,1.0,1,2024-12-31,South America
9341,21,Paraguay,Cleverbot,Icogno Ltd,Entertainment,0.0,1.0,0,2024-12-31,South America
9342,22,Paraguay,Meow - Hello Pet Match Tower,Squeakosaurus ug & co. kg,Entertainment,0.0,6.0,0,2024-12-31,South America
9343,23,Paraguay,Transforma WhatsApp,Jan-Niklas FREUNDT,Entertainment,0.0,1.0,0,2024-12-31,South America
9344,24,Paraguay,Oldify - Old Face App,Apptly LLC,Entertainment,5.0,1.0,2,2024-12-31,South America
9345,25,Paraguay,"ToneCreator Pro - Create text tones, ringtones, and alert tones!",Mobgen Apps Inc,Entertainment,1.0,2.0,1,2024-12-31,South America
9346,1,Paraguay,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.0,25.0,4,2024-12-30,South America
9347,2,Paraguay,Conjugación verbos portugueses,Nealis,Education,0.0,1.0,0,2024-12-30,South America
9348,3,Paraguay,SkyView®,Terminal Eleven LLC,Education,5.0,3.0,1,2024-12-30,South America
9349,4,Paraguay,Toca Hair Salon 2,Toca Boca AB,Education,5.0,4.0,1,2024-12-30,South America
9350,5,Paraguay,Los 72 Nombres de Dios,The Kabbalah Centre International,Education,5.0,5.0,4,2024-12-30,South America
9351,6,Paraguay,Toca Hair Salon 3,Toca Boca AB,Education,0.0,5.0,0,2024-12-30,South America
9352,7,Paraguay,Star Walk 2 - Star Gazer Guide,Vito Technology Inc.,Education,4.59,3.0,17,2024-12-30,South America
9353,8,Paraguay,El Cuerpo Humano por Tinybop,Tinybop Inc.,Education,1.0,4.0,1,2024-12-30,South America
9354,9,Paraguay,BLAZE & THE MONSTER MACHINES,Nickelodeon,Education,0.0,4.0,0,2024-12-30,South America
9355,10,Paraguay,Wolfram Calculus Course Assistant,Wolfram Group LLC,Education,5.0,4.0,1,2024-12-30,South America
9356,11,Paraguay,Architecture of Radio,Richard Vijgen,Education,0.0,3.0,0,2024-12-30,South America
9357,12,Paraguay,Prepware ATP,ASA,Education,3.0,10.0,1,2024-12-30,South America
9358,13,Paraguay,iMatemáticas™ Pro,Antonio Giarrusso,Education,2.5,3.0,2,2024-12-30,South America
9359,14,Paraguay,RakugakiAR,Whatever Co.,Education,5.0,1.0,1,2024-12-30,South America
9360,15,Paraguay,Solar Walk：Guide Through Space,Vito Technology Inc.,Education,4.57,5.0,7,2024-12-30,South America
9361,16,Paraguay,Calculator ∞ - Calculadora,Incpt.Mobis,Education,5.0,5.0,7,2024-12-30,South America
9362,17,Paraguay,Reflector Director,Squirrels LLC,Education,0.0,7.0,0,2024-12-30,South America
9363,18,Paraguay,Hairtechapp - Cutting Diagrams,Oleksandr Prent,Education,0.0,10.0,0,2024-12-30,South America
9364,19,Paraguay,iPseudoCode - for phone,Guillermo Licea,Education,0.0,3.0,0,2024-12-30,South America
9365,20,Paraguay,Spicker - Cheat like a Pro,Nicolo Stanciu,Education,0.0,2.0,0,2024-12-30,South America
9366,21,Paraguay,Astro 3D,Sanville Software,Education,0.0,2.0,0,2024-12-30,South America
9367,22,Paraguay,Official Car/Bike DTT 2024,Prometric,Education,0.0,15.0,0,2024-12-30,South America
9368,23,Paraguay,iFísica™ Pro,Antonio Giarrusso,Education,1.0,3.0,1,2024-12-30,South America
9369,24,Paraguay,Aprende a contar en 123,GiggleUp Kids Apps And Educational Games Pty Ltd,Education,0.0,1.0,0,2024-12-30,South America
9370,25,Paraguay,Proloquo2Go,AssistiveWare,Education,4.91,250.0,11,2024-12-30,South America
9371,1,Paraguay,SkyView®,Terminal Eleven LLC,Education,5.0,3.0,1,2024-12-31,South America
9372,2,Paraguay,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.0,25.0,4,2024-12-31,South America
9373,3,Paraguay,Conjugación verbos portugueses,Nealis,Education,0.0,1.0,0,2024-12-31,South America
9374,4,Paraguay,Toca Hair Salon 2,Toca Boca AB,Education,5.0,4.0,1,2024-12-31,South America
9375,5,Paraguay,Los 72 Nombres de Dios,The Kabbalah Centre International,Education,5.0,5.0,4,2024-12-31,South America
9376,6,Paraguay,Toca Hair Salon 3,Toca Boca AB,Education,0.0,5.0,0,2024-12-31,South America
9377,7,Paraguay,Star Walk 2 - Star Gazer Guide,Vito Technology Inc.,Education,4.59,3.0,17,2024-12-31,South America
9378,8,Paraguay,El Cuerpo Humano por Tinybop,Tinybop Inc.,Education,1.0,4.0,1,2024-12-31,South America
9379,9,Paraguay,BLAZE & THE MONSTER MACHINES,Nickelodeon,Education,0.0,4.0,0,2024-12-31,South America
9380,10,Paraguay,Wolfram Calculus Course Assistant,Wolfram Group LLC,Education,5.0,4.0,1,2024-12-31,South America
9381,11,Paraguay,Architecture of Radio,Richard Vijgen,Education,0.0,3.0,0,2024-12-31,South America
9382,12,Paraguay,Prepware ATP,ASA,Education,3.0,10.0,1,2024-12-31,South America
9383,13,Paraguay,iMatemáticas™ Pro,Antonio Giarrusso,Education,2.5,3.0,2,2024-12-31,South America
9384,14,Paraguay,RakugakiAR,Whatever Co.,Education,5.0,1.0,1,2024-12-31,South America
9385,15,Paraguay,Solar Walk：Guide Through Space,Vito Technology Inc.,Education,4.57,5.0,7,2024-12-31,South America
9386,16,Paraguay,Calculator ∞ - Calculadora,Incpt.Mobis,Education,5.0,5.0,7,2024-12-31,South America
9387,17,Paraguay,Reflector Director,Squirrels LLC,Education,0.0,7.0,0,2024-12-31,South America
9388,18,Paraguay,iPseudoCode - for phone,Guillermo Licea,Education,0.0,3.0,0,2024-12-31,South America
9389,19,Paraguay,Spicker - Cheat like a Pro,Nicolo Stanciu,Education,0.0,2.0,0,2024-12-31,South America
9390,20,Paraguay,Hairtechapp - Cutting Diagrams,Oleksandr Prent,Education,0.0,10.0,0,2024-12-31,South America
9391,21,Paraguay,Astro 3D,Sanville Software,Education,0.0,2.0,0,2024-12-31,South America
9392,22,Paraguay,iFísica™ Pro,Antonio Giarrusso,Education,1.0,3.0,1,2024-12-31,South America
9393,23,Paraguay,Aprende a contar en 123,GiggleUp Kids Apps And Educational Games Pty Ltd,Education,0.0,1.0,0,2024-12-31,South America
9394,24,Paraguay,Proloquo2Go,AssistiveWare,Education,4.91,250.0,11,2024-12-31,South America
9395,25,Paraguay,Solar Walk 2：Universe Guide 3D,Vito Technology Inc.,Education,4.8,3.0,5,2024-12-31,South America
9396,1,Georgia,Universe Splitter,Aerfish LLC,Entertainment,0.0,1.99,0,2024-12-30,Europe
9397,2,Georgia,ARGun2018,"ShenZhen Lenze Technology Co,.Ltd.",Entertainment,0.0,0.99,0,2024-12-30,Europe
9398,3,Georgia,Yunisov TV (тв онлайн),Ruslan Yunisov,Entertainment,0.0,1.99,0,2024-12-30,Europe
9399,4,Georgia,OIIA CAT,Christian Navarrete,Entertainment,0.0,0.99,0,2024-12-30,Europe
9400,5,Georgia,Countdown App,Ryan Boyling,Entertainment,2.38,0.99,85,2024-12-30,Europe
9401,6,Georgia,Little Kitten My Pet Kitty Cat,Squeakosaurus ug & co. kg,Entertainment,0.0,6.99,0,2024-12-30,Europe
9402,7,Georgia,Pocket God,Bolt Creative,Entertainment,5.0,0.99,1,2024-12-30,Europe
9403,8,Georgia,Sexy Maria,LET Software ApS,Entertainment,0.0,0.99,0,2024-12-30,Europe
9404,9,Georgia,Die With Me,Dries Depoorter,Entertainment,0.0,0.99,0,2024-12-30,Europe
9405,10,Georgia,Blower,Qneo,Entertainment,5.0,1.99,2,2024-12-30,Europe
9406,11,Georgia,Oldify - Old Face App,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-30,Europe
9407,12,Georgia,Ye said,Aron Martin Visser,Entertainment,5.0,0.99,2,2024-12-30,Europe
9408,13,Georgia,Microphone - SpeakSing,Maclering Delva,Entertainment,0.0,0.99,0,2024-12-30,Europe
9409,14,Georgia,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,4.33,5.99,3,2024-12-30,Europe
9410,15,Georgia,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,5.0,6.99,1,2024-12-30,Europe
9411,16,Georgia,Strange Planet Stickers,"KED, LLC",Entertainment,0.0,1.99,0,2024-12-30,Europe
9412,17,Georgia,Human Benchmarks - Brain Test,爽 朱,Entertainment,0.0,0.99,0,2024-12-30,Europe
9413,18,Georgia,AVPlayer,EPLAYWORKS,Entertainment,0.0,3.99,0,2024-12-30,Europe
9414,19,Georgia,Alien10,Saddiq Rahim,Entertainment,0.0,1.99,0,2024-12-30,Europe
9415,20,Georgia,Stick Nodes Pro - Animator,"ForTheLoss Games, Inc",Entertainment,0.0,4.99,0,2024-12-30,Europe
9416,21,Georgia,nPlayer,Newin Inc.,Entertainment,5.0,5.99,2,2024-12-30,Europe
9417,22,Georgia,XLR8,"2XL Games, Inc.",Entertainment,0.0,5.99,0,2024-12-30,Europe
9418,23,Georgia,iComics,XD Digital Pty Ltd,Entertainment,5.0,0.99,2,2024-12-30,Europe
9419,24,Georgia,GSE SMART IPTV PRO,droidvision,Entertainment,0.0,3.99,0,2024-12-30,Europe
9420,25,Georgia,DNA Transform!,Joao Gabriel Menezes,Entertainment,0.0,3.99,0,2024-12-30,Europe
9421,1,Georgia,Universe Splitter,Aerfish LLC,Entertainment,0.0,1.99,0,2024-12-31,Europe
9422,2,Georgia,Countdown App,Ryan Boyling,Entertainment,2.38,0.99,85,2024-12-31,Europe
9423,3,Georgia,ARGun2018,"ShenZhen Lenze Technology Co,.Ltd.",Entertainment,0.0,0.99,0,2024-12-31,Europe
9424,4,Georgia,Yunisov TV (тв онлайн),Ruslan Yunisov,Entertainment,0.0,1.99,0,2024-12-31,Europe
9425,5,Georgia,OIIA CAT,Christian Navarrete,Entertainment,0.0,0.99,0,2024-12-31,Europe
9426,6,Georgia,Little Kitten My Pet Kitty Cat,Squeakosaurus ug & co. kg,Entertainment,0.0,6.99,0,2024-12-31,Europe
9427,7,Georgia,Pocket God,Bolt Creative,Entertainment,5.0,0.99,1,2024-12-31,Europe
9428,8,Georgia,Sexy Maria,LET Software ApS,Entertainment,0.0,0.99,0,2024-12-31,Europe
9429,9,Georgia,Die With Me,Dries Depoorter,Entertainment,0.0,0.99,0,2024-12-31,Europe
9430,10,Georgia,Blower,Qneo,Entertainment,5.0,1.99,2,2024-12-31,Europe
9431,11,Georgia,Ye said,Aron Martin Visser,Entertainment,5.0,0.99,2,2024-12-31,Europe
9432,12,Georgia,Oldify - Old Face App,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-31,Europe
9433,13,Georgia,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,4.33,5.99,3,2024-12-31,Europe
9434,14,Georgia,Microphone - SpeakSing,Maclering Delva,Entertainment,0.0,0.99,0,2024-12-31,Europe
9435,15,Georgia,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,5.0,6.99,1,2024-12-31,Europe
9436,16,Georgia,Human Benchmarks - Brain Test,爽 朱,Entertainment,0.0,0.99,0,2024-12-31,Europe
9437,17,Georgia,AVPlayer,EPLAYWORKS,Entertainment,0.0,3.99,0,2024-12-31,Europe
9438,18,Georgia,Strange Planet Stickers,"KED, LLC",Entertainment,0.0,1.99,0,2024-12-31,Europe
9439,19,Georgia,Alien10,Saddiq Rahim,Entertainment,0.0,1.99,0,2024-12-31,Europe
9440,20,Georgia,Stick Nodes Pro - Animator,"ForTheLoss Games, Inc",Entertainment,0.0,4.99,0,2024-12-31,Europe
9441,21,Georgia,nPlayer,Newin Inc.,Entertainment,5.0,5.99,2,2024-12-31,Europe
9442,22,Georgia,XLR8,"2XL Games, Inc.",Entertainment,0.0,5.99,0,2024-12-31,Europe
9443,23,Georgia,iComics,XD Digital Pty Ltd,Entertainment,5.0,0.99,2,2024-12-31,Europe
9444,24,Georgia,GSE SMART IPTV PRO,droidvision,Entertainment,0.0,3.99,0,2024-12-31,Europe
9445,25,Georgia,DNA Transform!,Joao Gabriel Menezes,Entertainment,0.0,3.99,0,2024-12-31,Europe
9446,1,Georgia,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,5.0,29.99,5,2024-12-30,Europe
9447,2,Georgia,Полиглот 32 - Английский язык,Axidep LLC,Education,5.0,1.99,2,2024-12-30,Europe
9448,3,Georgia,Slow speed. Management Engine,Maxim Lukyanenko,Education,0.0,5.99,0,2024-12-30,Europe
9449,4,Georgia,Dumb Ways JR Loopy's Train Set,Metro Trains Melbourne Pty Ltd,Education,0.0,1.99,0,2024-12-30,Europe
9450,5,Georgia,Dumb Ways JR Zany's Hospital,Metro Trains Melbourne Pty Ltd,Education,0.0,1.99,0,2024-12-30,Europe
